org	title (year)	URL	access	status	notes
American Diabetes Association	Standards of Care in Diabetes—2026 (2026)	https://diabetesjournals.org/care/issue/49/Supplement_1	open	unqueued	-
American Epilepsy Society	American Epilepsy Society Clinical Practice Guideline: Infantile Epilepsy (2026)	https://aesnet.org/infantile-epilepsy-guidelines	open	unqueued	-
American Gastroenterological Association	AGA Living Clinical Practice Guideline on the Pharmacologic Management of Moderate-to-Severe Crohn’s Disease (2025)	https://gastro.org/clinical-guidance/pharmacological-management-of-moderate-to-severe-crohns-disease/	open	unqueued	-
American Geriatrics Society	American Geriatrics Society 2023 updated AGS Beers Criteria® for potentially inappropriate medication use in older adults (2023)	https://pubmed.ncbi.nlm.nih.gov/37139824	open	unqueued	-
American Psychological Association	Clinical Practice Guideline for the Treatment of Posttraumatic Stress Disorder (PTSD) in Adults (2025)	https://www.apa.org/ptsd-guideline/ptsd.pdf	open	unqueued	-
American Society for Colposcopy and Cervical Pathology	ASCCP 2019 Risk-Based Management Consensus Guidelines (2019)	https://asccp.org/guidelines/management-guidelines-enduring-guidelines-process/asccp-2019-risk-based-management-consensus-guidelines/	open	unqueued	-
American Society for Reproductive Medicine	Diagnosis and treatment of luteal phase deficiency: a committee opinion (2026)	https://www.asrm.org/practice-guidance/practice-committee-documents/diagnosis-and-treatment-of-luteal-phase-deciency-a-committee-opinion/	open	unqueued	-
American Society of Addiction Medicine	The Joint Clinical Practice Guideline on Benzodiazepine Tapering: Considerations When Benzodiazepine Risks Outweigh Benefits (2025)	https://downloads.asam.org/sitefinity-production-blobs/docs/default-source/guidelines/benzodiazepine-tapering-2025/bzd-tapering-document---final-approved-version-for-distribution-02-28-25.pdf	open	unqueued	-
American Society of Anesthesiologists	2026 American Society of Anesthesiologists Practice Guideline on Perioperative Pain Management Using Local and Regional Analgesia for Cardiothoracic Surgeries, Mastectomy, and Abdominal Surgeries (2026)	https://pubmed.ncbi.nlm.nih.gov/41363869/	open	unqueued	-
American Society of Colon & Rectal Surgeons	The American Society of Colon and Rectal Surgeons Clinical Practice Guidelines for Preventing Surgical Site Infection (2024)	https://pubmed.ncbi.nlm.nih.gov/39082620/	open	unqueued	-
American Society of Echocardiography	Guidelines for the Prevention of Work-Related Musculoskeletal Disorders for Cardiac Sonographers: Recommendations from the American Society of Echocardiography (2026)	https://www.asecho.org/guideline/prevention-of-work-related-musculoskeletal-disorders-for-cardiac-sonographers/	open	unqueued	-
American Thoracic Society	Pulmonary Rehabilitation for Adults with Chronic Respiratory Disease: An Official American Thoracic Society Clinical Practice Guideline (2023)	https://www.thoracic.org/statements/guideline-implementation-tools/matrix-guidelines-and-derivatives-pulmonary-rehab-in-adults-08-23-23.php	open	unqueued	-
Association for the Advancement of Blood & Biotherapies	Red Blood Cell Transfusion: 2023 AABB International Guidelines (2023)	https://jamanetwork.com/journals/jama/fullarticle/2810754	open	unqueued	-
College of American Pathologists	Interpretive Diagnostic Error Reduction — 2026 Update (2026)	https://www.cap.org/cap-guidelines/interpretive-diagnostic-error-reduction/	open	unqueued	-
Infectious Diseases Society of America	2025 Clinical Practice Guideline Update by IDSA on Complicated Urinary Tract Infections (2025)	https://www.idsociety.org/practice-guideline/complicated-urinary-tract-infections/	open	unqueued	-
North American Society for Pediatric Gastroenterology, Hepatology and Nutrition	Updated joint ESPGHAN/NASPGHAN guidelines for management of Helicobacter pylori infection in children and adolescents (2023) (2024)	https://d1pij0k2lbf86p.cloudfront.net/wp-content/uploads/2024/10/J-pediatr-gastroenterol-nutr-2024-Homan-Updated-joint-ESPGHAN-NASPGHAN-guidelines-for-management-of-Helicobacter.pdf	open	unqueued	co-issued with ESPGHAN (foreign)
North American Spine Society	Diagnosis and Treatment of Adults with Osteoporotic Vertebral Compression Fractures (2024)	https://www.spine.org/Portals/0/assets/downloads/ResearchClinicalCare/Guidelines/Osteoporotic-Vertebral-Compression-Fractures.pdf	open	unqueued	-
Society of Critical Care Medicine	Surviving Sepsis Campaign: International Guidelines for Management of Sepsis and Septic Shock 2026 (2026)	https://www.sccm.org/clinical-resources/guidelines/guidelines/surviving-sepsis-campaign-international-guidelines-for-management-of-sepsis-and-septic-shock-2026	open	unqueued	-
Society of Family Planning	Telemedicine in family planning care (2026)	https://societyfp.org/clinical_guidances/telemedicine-for-abortion-telemedicine-for-contraception/	open	unqueued	-
Society of Gynecologic Oncology	COVID-19 Vaccination, Treatment Recommendations and Special Considerations for Gynecologic Cancer Patients (2022)	https://www.sgo.org/wp-content/uploads/2022/07/COVID-19-Vaccination-and-Treatment-Recommendations-2.pdf	open	unqueued	currency unverified
American Cancer Society	Colorectal Cancer Screening Guideline (2018)	https://www.cancer.org/health-care-professionals/american-cancer-society-prevention-early-detection-guidelines/colorectal-cancer-screening-guidelines.html	open	unqueued	-
Brain Trauma Foundation	BTF Guidelines for the Management of Penetrating Traumatic Brain Injury, Second Edition (2025)	https://braintrauma.org/s/4_pTBI_2nd_edition_guidelines.pdf	open	unqueued	-
Clinical Pharmacogenetics Implementation Consortium	CPIC Guideline for CYP2D6, CYP2C19, CYP2B6, SLC6A4, and HTR2A Genotypes and Serotonin Reuptake Inhibitor Antidepressants (2023)	https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/	open	unqueued	latest-guideline status unverified
National Coalition for Hospice and Palliative Care	Clinical Practice Guidelines for Quality Palliative Care, 4th edition (2018)	https://www.nationalcoalitionhpc.org/wp-content/uploads/2020/07/NCHPC-NCPGuidelines_4thED_web_FINAL.pdf	open	unqueued	-
National Kidney Foundation	KDOQI Clinical Practice Guideline for Vascular Access: 2019 Update (2019)	https://www.kidney.org/professionals/guidelines/guidelines_commentaries/vascular-access	open	unqueued	-
Healthcare Infection Control Practices Advisory Committee	Public Reporting of Healthcare-Associated Infection Surveillance Data: Recommendations From the Healthcare Infection Control Practices Advisory Committee (2013)	https://doi.org/10.7326/0003-4819-159-9-201311050-00011	unverified	excluded(administrative)	index section=guideline reviews/recommendations and guidances; anti-bot challenge
Substance Abuse and Mental Health Services Administration	Advisory: Competencies for Supervision in Substance Use Disorder Treatment (2021)	https://library.samhsa.gov/sites/default/files/pep20-02-01-018.pdf	unverified	excluded(no patient-care recommendations)	-
Substance Abuse and Mental Health Services Administration	Advisory: Opioid Therapy in Patients With Chronic Noncancer Pain Who Are in Recovery From Substance Use Disorders (2021)	https://library.samhsa.gov/sites/default/files/pep20-02-01-022.pdf	unverified	provisional(access unverified: library.samhsa.gov per-IP metering returned 202 with no artifact bytes, so the artifact was never reached)	-
Substance Abuse and Mental Health Services Administration	TIP 42: Substance Use Disorder Treatment for People With Co-Occurring Disorders (2020)	https://library.samhsa.gov/sites/default/files/SAMHSA_Digital_Download/PEP20-02-01-004_Final_508.pdf	unverified	provisional(access unverified: library.samhsa.gov per-IP metering returned 202 with no artifact bytes, so the artifact was never reached)	-
Substance Abuse and Mental Health Services Administration	TIP 61: Behavioral Health Services for American Indians and Alaska Natives (2019)	https://library.samhsa.gov/sites/default/files/tip_61_aian_full_document_020419_0.pdf	unverified	provisional(access unverified: library.samhsa.gov per-IP metering returned 202 with no artifact bytes, so the artifact was never reached)	-
Substance Abuse and Mental Health Services Administration	Protracted Withdrawal (2010)	https://library.samhsa.gov/sites/default/files/sma10-4554.pdf	unverified	provisional(access unverified: library.samhsa.gov per-IP metering returned 202 with no artifact bytes, so the artifact was never reached)	-
American Academy of Allergy, Asthma & Immunology + American College of Allergy, Asthma & Immunology + Clinical Immunology Society	2025 Inborn errors of immunity practice parameter: Guidance from the Joint Task Force on Practice Parameters, the American Academy of Allergy, Asthma & Immunology (AAAAI), the American College of Allergy, Asthma and Immunology (ACAAI) and the Clinical Immunology Society (CIS) (2026)	https://doi.org/10.1016/j.anai.2025.10.026	unverified	provisional(publisher access unresolved)	title-year 2025; published 2026
American Academy of Orthopaedic Surgeons	Clinical Practice Guideline for the Management of Ankle Osteoarthritis (2026)	https://www.aaos.org/aaos-home/newsroom/press-releases/aaos-releases-clinical-practice-guideline-for-management-of-ankle-osteoarthritis/	unverified	provisional(canonical artifact URL unresolved)	press release links the full guideline
American College of Cardiology + American Heart Association + American Diabetes Association + American Society of Nephrology	2026 AHA/ACC/ADA/ASN Guideline for the Prevention, Detection, Evaluation, and Management of Cardiovascular-Kidney-Metabolic Syndrome (2026)	https://www.jacc.org/doi/10.1016/j.jacc.2026.03.056	paywalled(JACC gate unverified)	unqueued	-
American College of Chest Physicians (CHEST)	Biologic Management in Severe Asthma for Adults (2025)	https://journal.chestnet.org/article/S0012-3692(25)05380-2/fulltext	paywalled(CHEST journal gate unverified)	unqueued	-
American College of Medical Genetics and Genomics	Phenylalanine hydroxylase deficiency diagnosis and management: A 2023 evidence-based clinical guideline of the American College of Medical Genetics and Genomics (ACMG) (2025)	https://www.sciencedirect.com/science/article/abs/pii/S1098360024002235	paywalled(ScienceDirect)	unqueued	-
American College of Obstetricians and Gynecologists	Diagnosis of Endometriosis: ACOG Clinical Practice Guideline No. 11 (2026)	https://www.acog.org/clinical/clinical-guidance/clinical-practice-guideline/articles/2026/03/diagnosis-of-endometriosis	login(ACOG membership or clinical subscription)	unqueued	-
American College of Occupational and Environmental Medicine	Initial Approaches to Treatment (2026)	https://acoem.org/Guidance-and-Position-Statements/Guidelines/Initial-Approaches-to-Treatment	paywalled(MDGuidelines subscription)	unqueued	-
American College of Physicians	Pharmacologic Treatments with Lifestyle Modifications in Nonpregnant Adults with Overweight or Obesity in Outpatient Settings (2026)	https://www.acpjournals.org/doi/10.7326/ANNALS-25-02714	paywalled(ACP Journals gate unverified)	unqueued	-
American Dental Association	Evidence-based clinical practice guideline for the pharmacologic management of acute dental pain in adolescents, adults, and older adults (2024)	https://www.ada.org/resources/research/science-and-research-institute/oral-health-topics/acute-dental-pain-management-guidelines	paywalled(JADA)	unqueued	-
American Occupational Therapy Association	Nonoperative Management of Osteoarthritis and Rheumatoid Arthritis (2025)	https://doi.org/10.5014/ajot.2025.790510	login(AOTA member/AJOT subscriber)	unqueued	-
American Physical Therapy Association	Physical Therapy Management of Children With Developmental Coordination Disorder: A 2026 Evidence-Based Clinical Practice Guideline (2026)	https://doi.org/10.1097/PEP.0000000000001284	paywalled(Ovid)	unqueued	issued by APTA Academy of Pediatric Physical Therapy
American Psychiatric Association	The American Psychiatric Association Practice Guideline for the Prevention and Treatment of Delirium (2025)	https://www.psychiatry.org/news-room/news-releases/apa-published-updated-guideline-for-delirium	unverified	provisional(canonical artifact URL unresolved)	-
American Society for Clinical Pathology + College of American Pathologists + Association for Molecular Pathology + American Society of Clinical Oncology/Association for Clinical Oncology	Molecular Biomarkers for the Evaluation of Colorectal Cancer (2017)	https://doi.org/10.1200/JCO.2016.71.9807	unverified	provisional(publisher access unresolved)	collaborative
American Society for Gastrointestinal Endoscopy	ASGE guideline on endoscopic management of benign and malignant colonic strictures (2026)	https://www.giejournal.org/article/S0016-5107(26)00210-5/fulltext	paywalled(GIE gate unverified)	unqueued	-
American Society for Radiation Oncology	Radiation Therapy for Gastric Cancer: An ASTRO Clinical Practice Guideline (2025)	https://www.astro.org/provider-resources/guidelines/clinical-practice-guidelines/gastric-cancer-guideline	unverified	provisional(WAF challenge blocks classification)	-
American Society of Breast Surgeons + Society of Breast Imaging + College of American Pathologists	2025 Guidelines for the Management of Infectious and Inflammatory Lesions of the Breast (2025)	https://jamanetwork.com/journals/jamasurgery/fullarticle/2847015	paywalled(JAMA Network)	unqueued	collaborative
American Society of Clinical Oncology/Association for Clinical Oncology	Breast Cancer Follow-Up and Surveillance After Primary Treatment: ASCO Guideline Update (2026)	https://ascopubs.org/toc/jco/0/ja	unverified	provisional(canonical artifact URL unresolved)	journal TOC
American Society of Health-System Pharmacists + Infectious Diseases Society of America + Surgical Infection Society + Society for Healthcare Epidemiology of America	Clinical Practice Guidelines for Antimicrobial Prophylaxis in Surgery (2013)	https://doi.org/10.2146/ajhp120568	unverified	provisional(publisher access unresolved)	collaborative
American Society of Hematology	Acute Lymphoblastic Leukemia in Adolescents and Young Adults (2026)	https://www.hematology.org/education/clinicians/guidelines-and-quality-care/clinical-practice-guidelines/acute-lymphoblastic-leukemia-guidelines	unverified	provisional(canonical artifact URL unresolved)	topic index
American Society of Plastic Surgeons	Evidence-Based Clinical Practice Guideline: Reconstruction After Skin Cancer Resection (2021)	https://journals.lww.com/plasreconsurg/Fulltext/2021/05000/Evidence_Based_Clinical_Practice_Guideline_.29.aspx	paywalled(PRS journal)	unqueued	reaffirmed 2026
American Urological Association	Medical Management of Kidney Stones: AUA Guideline (2026)	https://www.auanet.org/guidelines-and-quality/guidelines/medical-management-of-kidney-stones	login(free AUA account)	unqueued	-
Association of periOperative Registered Nurses	Guidelines for Perioperative Practice, 2026 Edition (2026)	https://www.aornguidelines.org	paywalled(AORN purchase/eGuidelines Plus subscription)	unqueued	-
Obesity Medicine Association	2026 Obesity Algorithm® (2026)	https://obesitymedicine.org/resources/obesity-algorithm/	paywalled(OMA purchase/membership)	unqueued	-
Oncology Nursing Society	ONS/ASCO Guideline on the Management of Antineoplastic Extravasation (2025)	https://www.ons.org/clinical-tools/pep/extravasation-management	login(free ONS account)	unqueued	-
Post-Acute and Long-Term Care Medical Association	Acute Change of Condition CPG (2024)	https://paltmed.org/products/acute-change-condition-cpg	login(PALTmed account; $0 electronic copy)	unqueued	year from official path
Society for Vascular Surgery	Society for Vascular Surgery clinical practice guidelines on the management of blunt thoracic aortic injury (2026)	https://www.jvascsurg.org/article/S0741-5214(26)00110-2/fulltext	paywalled(JVS gate unverified)	unqueued	-
Society of Interventional Radiology	The Society of Interventional Radiology Practice Guidance Document on Venous-Origin Chronic Pelvic Pain in Women (2026)	https://www.jvir.org/article/S1051-0443(25)00794-8/fulltext	paywalled(JVIR Elsevier/member/institutional gate)	unqueued	-
Society of Nuclear Medicine and Molecular Imaging + American College of Nuclear Medicine	SNMMI/EANM/ACNM/ANZSNM Procedure Standard / Procedure Guideline for Ventilation-Perfusion Pulmonary Scintigraphy (2026)	https://sites.snmmi.org/Web/Web/Clinical-Practice/Procedure-Standards/Default.aspx	unverified	provisional(canonical artifact URL unresolved)	foreign co-issuers EANM, ANZSNM
Society of Surgical Oncology + American Society of Clinical Oncology/Association for Clinical Oncology	Germline Testing in Patients with Breast Cancer: ASCO-Society of Surgical Oncology Guideline (2024)	https://ascopubs.org/doi/full/10.1200/JCO.23.02225	paywalled(ASCO Publications gate unverified)	unqueued	-
The Society of Thoracic Surgeons	STS Consensus on Surgical Management of Oligometastatic Non-small Cell Lung Cancer (NSCLC) (2025)	https://www.annalsthoracicsurgery.org/article/S0003-4975(24)00960-3/fulltext	paywalled(Annals gate unverified)	unqueued	-
Alzheimer's Association	Alzheimer's Association Clinical Practice Guideline on the use of blood-based biomarkers in the diagnostic workup of suspected Alzheimer's disease within specialized care settings (2025)	https://pubmed.ncbi.nlm.nih.gov/40729527/	unverified	provisional(publisher artifact unresolved; org path returns 404)	-
National Comprehensive Cancer Network	NCCN Clinical Practice Guidelines in Oncology: Breast Cancer (2026)	https://www.nccn.org/guidelines/guidelines-detail?category=1&id=1419	login(free NCCN account)	unqueued	exact version unverified
